area_type,availability,location,size,society,total_sqft,bath,balcony,price
3,52,896,16,2086,415,3,1,47.25
3,80,466,16,1135,278,2,2,52
3,26,506,16,1862,599,2,2,85
3,63,664,0,1530,1727,1,1,26.25
3,60,536,13,2155,52,2,1,61
0,80,1177,16,2688,358,2,1,67
3,28,895,18,939,1309,4,3,201
3,80,402,0,1967,1930,1,1,70
3,80,914,13,1977,170,2,1,51.2
3,42,304,16,2361,273,3,1,33.08
0,80,854,0,1185,1823,1,0,25.84
3,80,348,16,2688,686,3,1,150
3,26,635,16,117,952,4,3,125
0,80,635,13,2688,62,2,1,34
2,80,570,24,2688,239,4,2,100
3,80,1252,16,266,538,2,2,62
2,80,845,22,2688,239,6,0,86
3,80,474,16,2688,1000,3,2,160
2,80,1252,17,2688,890,4,0,80
0,80,188,13,2232,16,2,1,67
3,80,396,13,1130,128,2,1,50
3,80,745,16,1787,789,3,3,150
3,80,972,13,568,205,2,3,50
0,80,304,13,707,97,2,3,45
3,80,638,16,287,182,2,1,62
3,43,990,13,2563,239,2,1,57.9
3,80,587,13,2688,239,2,1,54
3,80,722,16,339,745,3,2,75
2,26,1278,19,2688,1784,4,2,87
3,80,626,13,855,52,2,2,50
3,80,544,13,459,102,2,2,33.7
3,26,1230,16,2688,262,2,2,49.75
0,80,841,19,2688,1104,4,2,115
2,80,530,19,1053,119,4,1,120
3,29,914,13,2688,256,2,1,77
0,80,645,13,1848,62,2,1,55
2,80,133,17,2688,1784,3,1,70
3,27,559,16,484,974,3,2,150
3,80,1179,16,2688,303,2,1,50
3,80,837,13,1602,2069,2,1,80
0,80,785,13,1024,495,2,1,90
2,80,827,24,2688,62,4,2,155
3,34,896,16,1957,498,2,2,74.31
3,80,278,13,1581,197,2,1,58
3,31,1252,0,1636,2026,1,1,60
3,80,1039,13,2107,2036,2,1,32
0,26,1280,13,2688,315,2,0,58
2,80,292,19,2688,119,4,2,220
2,80,535,19,1521,1507,4,1,289
2,80,928,26,2688,1208,6,,450
0,80,987,19,2688,1625,4,,800
3,80,1252,16,266,616,2,3,70
3,80,326,16,2688,278,2,2,53.51
2,80,159,24,2688,1208,5,2,300
3,80,786,16,92,1149,3,1,200
2,80,544,19,1057,1019,4,1,69
3,80,1243,27,2688,1386,4,3,130
0,80,727,19,2688,1288,4,0,325
0,13,563,19,2688,1444,3,2,250
0,80,129,13,6,2071,2,0,32
3,80,799,18,1660,1599,4,,200
3,80,1261,16,1684,341,2,1,48.72
0,26,203,13,2688,363,2,0,111
3,80,72,16,2688,1076,3,2,200
0,80,584,16,1494,268,2,2,49
3,80,278,16,1581,725,3,2,85
0,80,72,16,1008,486,3,1,65
2,80,272,17,1614,685,3,1,217
3,80,474,16,2247,816,3,2,125
3,80,72,16,625,767,3,3,125
3,40,1205,13,2438,286,2,1,140
2,34,1260,19,2688,2021,2,1,115
0,80,1261,19,2688,1596,4,1,260
0,80,670,13,818,572,2,2,83
2,80,522,22,2688,577,5,1,175
3,80,1267,16,872,1259,3,3,138
1,52,664,0,1780,1569,1,0,28
3,45,463,18,2240,1468,5,2,570
3,80,522,16,1973,1022,3,2,120
0,21,820,17,2287,1444,3,0,260
2,80,212,14,2688,239,2,2,70
2,80,1039,19,2688,577,3,0,235
2,25,270,17,881,991,3,,90
3,80,422,16,2082,527,,,60.75
0,80,1161,1,2688,1835,1,0,95
2,80,203,19,2688,239,6,2,170
0,80,224,16,916,526,3,2,90
3,80,417,13,1147,51,2,1,50
3,80,896,13,330,256,2,1,80
3,80,152,13,550,2112,1,1,24.88
0,80,1261,16,1326,707,3,2,90
0,80,336,17,1084,1445,4,3,395
0,80,514,16,786,1487,3,3,260
0,80,799,13,1009,374,2,3,55
3,80,268,13,1582,2066,2,1,33
0,80,879,16,2488,443,3,2,72
0,42,664,16,1580,689,3,3,113
0,80,688,16,2557,278,2,2,52
3,80,2,2,2688,1853,1,1,50
3,80,1039,18,89,933,3,2,105
0,30,536,17,755,1258,3,2,100
3,80,972,16,497,712,2,2,54
3,80,1252,13,2220,223,2,3,55
2,80,626,28,2688,577,7,2,382
3,80,417,13,719,1923,1,1,39.9
3,29,1190,13,848,102,2,1,45
3,80,357,18,2181,1562,6,2,480
3,80,397,16,440,955,3,2,115
2,80,1160,19,2688,1784,3,2,65
3,80,731,16,151,573,2,3,78
3,31,304,16,2386,364,3,1,33.28
3,80,422,16,2071,630,2,2,82
3,80,799,16,2688,239,2,1,58.17
3,54,182,16,486,571,2,2,94.55
3,80,419,13,1808,345,2,2,69
2,80,200,17,2688,1784,4,1,100
3,80,513,16,1182,929,3,2,95
0,80,967,0,2688,1631,1,1,750
3,80,506,13,1690,295,2,2,45
3,80,277,13,2355,239,2,2,75
3,80,1038,13,1502,56,2,2,32
3,80,72,13,2319,52,2,1,41.59
3,32,74,13,2688,152,2,2,36.94
3,43,352,16,2688,1504,3,1,662
3,80,1115,16,1584,337,2,2,59
3,80,308,23,2688,1208,6,,98
3,80,235,13,2631,303,2,1,43
2,80,1222,22,2688,1208,6,3,125
2,80,626,22,840,1620,5,,560
3,80,745,13,2688,256,2,2,75
3,80,74,18,2688,239,3,2,110
3,26,1039,16,218,190,2,1,57.84
3,80,972,13,806,222,2,1,51.15
3,80,641,16,1254,526,3,3,100
3,80,896,16,2025,928,3,2,121
3,80,976,13,1509,852,3,2,262
3,25,152,13,897,2021,1,1,25
3,80,990,16,691,364,3,1,60
0,80,1106,16,2688,239,2,2,100
3,80,1148,0,784,1918,1,0,35.285
2,79,670,31,2688,1708,,,400
3,80,1039,13,2107,182,2,0,36.8
0,80,1252,16,83,889,3,3,85
3,80,721,13,2334,41,2,2,42
3,43,1179,13,507,8,2,1,40.08
3,26,419,16,2346,268,2,1,36.21
3,80,1252,13,1850,133,2,1,35.22
0,80,1179,13,507,8,2,1,40.08
3,80,869,13,190,367,2,1,89.04
3,45,522,13,1648,282,2,1,69.6
3,26,506,13,2688,41,2,2,44
0,80,646,13,2688,303,2,2,65
2,80,40,24,2688,2021,6,3,170
2,80,626,19,2688,2080,4,2,80
3,80,972,13,806,309,2,1,53.87
0,80,98,16,482,507,3,3,84
0,80,396,13,2549,2047,2,2,30
3,40,584,16,396,927,3,1,123
0,80,587,13,2665,248,2,1,70
2,31,880,17,2505,577,3,2,90
2,80,855,17,2688,239,3,2,200
3,80,837,13,2688,31,2,2,48.95
3,80,1148,13,307,2085,2,1,56
2,80,72,22,2688,884,6,3,270
2,80,547,24,2688,239,4,2,90
3,80,230,13,1485,725,2,2,82.89
3,28,731,16,593,813,3,1,125
3,36,1252,13,1636,264,2,1,67
3,29,1261,0,1551,1830,1,1,36.25
0,80,319,19,2688,1236,7,2,80
3,80,85,13,2688,228,2,2,41
2,80,1144,26,2688,239,5,2,180
3,80,278,16,1581,725,3,2,92
3,28,522,13,2111,233,2,2,73
3,80,853,16,2580,1208,3,3,251
3,80,26,13,2688,303,2,1,67
3,80,1252,16,1420,531,3,,90
3,40,1148,16,296,625,3,1,95
0,80,1039,19,409,1469,6,0,142
2,80,563,17,2688,514,3,1,275
2,80,845,14,2688,1154,3,1,80
2,80,1144,19,2688,1312,3,2,90
3,80,563,13,2404,553,2,2,171
0,80,575,18,184,1386,3,2,150
0,80,621,1,2688,1560,1,0,26
3,80,188,13,2232,16,2,1,66
2,80,664,1,2688,2,1,0,125
3,80,351,18,2688,1742,6,,1900
3,80,522,13,2688,31,2,3,47
3,80,754,13,2688,3,2,0,150
2,80,1188,14,2688,1945,3,1,59.5
2,80,449,22,2688,239,3,2,95
3,80,799,13,2688,152,2,3,55
2,80,722,30,2688,182,9,,140
0,80,631,16,453,2030,2,1,43
0,80,1252,19,2688,1355,5,0,240
3,80,397,13,440,468,2,3,85
3,80,635,13,2688,185,2,2,61
3,80,1115,13,2688,2078,2,1,34.49
3,80,1252,13,2306,182,2,2,55
3,80,896,16,331,1381,5,1,173
3,80,236,13,2467,369,2,2,85
3,80,544,16,1919,676,2,2,126
3,80,474,16,2226,733,3,2,110
0,80,1201,17,2688,884,2,2,100
3,80,1148,16,2199,880,3,2,150
3,80,74,13,2688,119,2,3,35
3,35,1148,0,296,1805,1,0,38.535
3,80,643,13,2241,2047,2,2,70
3,80,223,16,2688,622,3,3,120
2,80,708,19,1535,1559,6,1,375
3,80,1148,16,1299,503,2,2,54
3,80,269,13,974,31,2,2,55
2,80,991,19,2688,1909,2,1,42
3,34,419,13,2346,170,2,1,32.92
0,80,126,16,2688,2087,2,1,45
3,44,513,18,1705,1242,4,2,203
0,80,809,13,1495,1979,1,0,35.5
3,80,1213,13,2688,119,2,2,32
3,80,1148,16,2199,786,3,2,110
3,80,1190,13,2688,303,2,2,47
3,80,466,13,1566,147,2,2,50
2,80,841,19,2688,239,4,0,95
2,80,522,22,2688,1715,6,3,375
2,80,70,19,2688,1208,3,2,480
3,80,513,13,2688,239,2,1,52
3,80,72,13,2688,119,2,1,44
3,80,5,16,2688,488,2,2,76
0,80,1148,16,307,569,3,1,88
3,78,365,16,1941,574,3,3,79.15
0,80,238,18,2183,1507,2,1,350
3,80,731,13,1737,19,2,1,48.27
3,80,518,13,2053,309,2,2,53.5
3,80,306,13,2492,62,2,1,35
3,80,515,16,2197,920,3,2,125
3,34,31,13,2688,239,2,2,55
3,80,236,13,2688,2100,2,2,37.28
3,80,515,16,2195,1102,4,2,145
3,80,688,13,2509,1909,2,1,36.5
3,80,417,13,921,2040,2,2,35
3,80,278,13,1581,104,2,1,54.3
0,80,1122,16,362,557,3,2,74
0,80,1165,13,2688,215,2,2,52
3,80,65,16,2688,1076,4,2,255
3,80,606,16,480,269,3,2,65
3,80,506,13,2688,232,2,2,46
0,80,1148,16,1179,1060,3,2,122
0,28,1252,16,2688,686,3,2,69
3,80,1025,16,2688,1128,3,2,98
3,80,976,16,360,728,3,3,220
3,80,639,13,2338,307,2,2,81.5
3,80,522,13,1040,75,2,1,54.92
3,80,799,16,2688,995,3,2,115
0,80,799,13,2405,303,2,2,68
3,80,522,16,1154,671,2,3,80
3,80,664,16,935,531,3,3,60.98
3,80,654,13,1596,25,2,2,37
3,39,232,18,1641,1239,6,0,118
3,80,799,13,2688,152,2,2,56.8
3,34,419,13,1162,143,2,2,40
0,80,633,1,2688,1598,1,0,35
3,80,670,18,2565,1599,4,2,325
3,80,513,18,1698,1584,4,2,410
3,80,896,13,2025,358,2,2,100
3,80,972,13,806,490,2,1,60.42
3,80,944,16,525,369,2,1,55
3,80,1153,16,1635,1060,4,2,152
0,80,637,13,996,292,2,1,58.58
0,80,302,16,2688,650,3,2,98.91
3,80,278,16,1581,899,3,2,89
2,80,478,17,2688,1258,3,1,88
2,80,626,22,2147,1548,5,,310
3,80,536,13,2688,297,2,1,62
3,80,433,16,1178,375,3,1,65
3,80,686,16,2486,480,2,2,73
3,80,360,13,895,444,2,1,60
3,80,896,13,2025,357,2,2,95
3,80,913,13,1475,2110,2,3,45.5
2,80,271,14,2688,239,3,0,45
3,80,754,13,2688,2103,2,1,156
0,80,56,19,2688,1208,5,3,180
3,35,513,16,1214,309,2,1,95
3,75,530,16,757,744,3,2,131
3,28,1252,18,1636,1349,5,3,190
3,80,9,0,2688,1785,1,1,276
0,80,417,13,918,1747,1,1,15
3,80,189,0,2688,1962,2,1,40
3,51,232,16,1641,723,3,1,111
2,80,707,28,2688,239,6,3,105
3,80,208,13,2688,270,2,2,80
3,80,466,16,1566,577,3,2,63
3,80,98,16,2688,952,4,2,100
0,80,515,19,2242,1561,6,2,375
3,80,549,13,2688,1979,1,1,39.5
3,80,1252,13,2614,353,2,3,78.5
3,80,1039,13,532,380,2,1,100
0,80,554,19,2688,2071,3,3,179
2,80,513,19,2688,239,4,2,225
0,80,43,19,2688,1386,3,3,170
0,80,509,13,2688,236,2,1,82
3,80,547,16,2688,380,2,3,60
2,80,264,22,2688,215,5,2,98.5
3,52,1252,0,1443,1973,1,1,57.6
3,52,1252,0,2206,1740,1,0,19.83
3,80,972,16,806,783,3,1,71.38
3,80,705,13,2688,3,2,1,62
0,80,181,13,19,364,2,1,70
0,80,702,0,945,1665,1,1,18
3,80,292,0,1647,1883,1,1,57
3,80,561,18,2688,1909,6,2,75
0,80,1168,22,2688,1690,5,2,150
0,80,714,19,2688,1708,5,,600
2,80,478,19,2688,1708,4,3,425
0,28,1252,16,2688,1012,3,2,104
3,80,230,16,1485,866,3,2,90
2,80,1252,19,71,34,4,1,1250
3,80,208,13,1718,1996,2,2,38
3,34,1148,16,307,681,3,2,120
3,63,664,0,1530,1727,1,1,26
2,80,990,19,2688,2066,5,2,120
2,26,227,24,2688,1208,4,2,420
3,28,559,16,484,1019,4,2,138
3,80,1261,16,1326,701,3,2,93
3,80,466,13,2688,239,2,3,40
0,80,419,16,2278,182,3,3,46
3,80,563,18,2688,1444,4,,440
3,28,1093,16,2144,696,3,2,80.48
3,80,1252,13,2688,228,2,2,41
3,80,645,13,1848,62,2,2,50
2,80,1186,19,1630,1690,5,2,420
3,80,72,16,342,540,2,1,97
3,80,603,16,2688,1484,3,3,400
2,80,845,1,2688,1784,1,0,33
0,80,1127,16,192,656,3,0,70
0,28,892,17,2688,1288,3,2,147
3,80,422,0,2071,1821,1,0,42.5
2,80,850,19,2688,239,3,1,180
2,80,848,17,2688,1945,3,0,95
0,80,822,14,2688,1945,2,1,80
3,80,799,13,225,415,2,1,90
3,80,175,16,1855,1333,4,1,325
3,33,981,16,2688,480,2,2,45.12
3,80,1252,13,1850,133,2,1,35.47
3,80,1194,18,1109,1019,3,2,1063
0,80,94,0,2688,1945,1,0,72
3,80,216,13,1859,262,2,1,68
2,80,225,28,2688,278,6,0,250
0,80,941,17,1572,1160,4,2,192
3,27,1191,13,2688,309,2,2,52.76
3,80,160,13,2688,31,2,1,49
3,31,1134,16,2688,273,2,2,82
3,80,1084,13,2688,147,2,1,60
2,80,1212,22,2688,1208,5,3,625
3,80,670,16,462,273,2,1,69
2,80,1252,19,2474,1722,5,3,242
0,80,563,18,2688,1599,4,1,700
3,80,1039,16,1650,1007,4,1,145
3,80,896,16,1942,1223,3,1,197
2,37,557,17,2688,239,3,1,56.12
3,27,270,13,536,155,2,1,45
0,32,1252,16,2688,744,3,2,97
3,27,121,0,2688,1707,1,1,14
2,31,1190,17,2688,239,3,1,68.38
3,80,637,13,1455,3,2,2,43
3,31,292,13,2688,273,2,2,47.88
3,80,535,13,837,415,2,2,45
2,26,848,19,2688,1784,5,3,95
3,80,1025,13,1312,210,2,3,49
3,80,1035,0,869,1831,1,2,27
3,45,536,16,2155,371,2,1,84.86
2,80,205,17,2688,1784,4,0,90
1,80,292,13,1256,3,2,1,38.5
3,80,565,13,2688,235,2,1,96
0,80,664,16,2675,62,2,1,59
3,80,1089,16,2688,334,2,2,52
1,80,528,13,2688,2048,2,1,50
3,80,1190,16,378,599,2,3,61
2,80,179,19,2688,1208,5,2,395
0,80,513,13,1554,397,2,1,104
3,33,1169,0,499,1784,1,0,18
3,37,86,16,513,386,2,1,34.8
3,33,1039,16,1649,706,,,85.125
0,80,713,13,991,438,2,2,125
3,80,713,13,991,119,2,2,85
3,80,506,16,2688,737,3,3,100
3,34,670,16,2688,971,3,2,132
1,80,392,16,2688,1930,3,,75
3,80,264,13,1731,2071,2,1,58.11
3,80,1130,13,2688,210,2,1,48.72
3,80,74,13,2688,106,2,1,43.55
3,80,641,16,1573,886,3,2,175
3,80,530,13,1016,314,2,1,68.5
3,80,1038,0,1860,1825,1,2,19.87
3,80,1252,16,337,921,3,2,150
0,80,1237,19,2688,1340,4,1,200
0,80,1216,13,2688,2066,2,,40
3,73,713,13,2688,196,2,1,63.85
3,14,204,16,1370,718,3,2,51.35
3,80,589,16,534,369,2,2,60
3,80,740,13,2688,1909,2,1,28
2,37,1252,17,2688,239,3,1,67.77
3,80,1241,13,1763,3,2,1,45
2,80,896,19,2688,1599,4,2,225
0,80,853,13,2688,375,2,2,70
3,80,1025,16,1330,438,2,2,90
2,80,1176,22,2688,239,4,3,150
0,80,236,13,1430,544,3,3,90
2,80,575,16,2688,1021,3,,175
3,26,417,13,1534,156,2,1,64
3,80,907,16,2134,303,2,2,70
3,44,513,16,1705,733,3,2,117
3,80,533,16,2688,343,2,2,75
3,33,513,16,1863,1288,3,2,199
3,44,704,16,2688,899,3,2,150
3,80,506,16,2688,666,3,1,73
0,80,98,17,2688,1299,3,2,125
3,80,216,13,1859,262,2,1,68
3,80,1179,13,2688,90,2,1,40
3,80,948,16,967,468,2,3,78
3,80,1115,16,2688,468,2,1,55
0,80,268,13,1582,1977,2,1,30
3,80,515,18,2688,1288,4,3,40
0,80,1038,19,1585,1512,6,0,385.5
3,80,1004,13,2688,1945,2,1,85
3,80,914,13,1539,238,2,1,85
3,80,484,13,110,210,2,2,43.48
2,80,1025,17,2688,1208,3,,270
3,80,236,16,1445,856,3,2,109
3,80,1039,18,232,884,3,1,90
3,27,1141,16,2171,925,3,2,135
2,80,948,17,2688,239,3,,140
3,32,976,16,1682,700,3,0,150
3,80,584,18,478,1863,5,,795
0,80,1252,13,2688,349,2,0,90
3,80,670,13,818,444,2,1,78
3,80,185,13,833,2103,2,2,57
2,80,604,19,2688,239,4,1,200
3,80,1084,13,2688,117,2,1,37.5
3,33,417,0,2121,1788,1,0,13.31
3,80,16,5,2688,1785,12,,150
0,80,956,26,2688,1535,7,3,160
3,80,799,13,2290,239,2,1,53
0,80,549,13,432,3,2,1,45
3,80,417,16,921,192,2,3,38
3,80,1039,21,57,1554,5,,340
2,80,374,14,2688,1784,2,1,80
2,80,56,19,2688,1208,4,3,600
0,80,177,16,1317,619,2,2,78
0,80,576,16,2688,582,2,2,93
3,80,110,16,2175,921,4,2,120
0,80,1179,16,2392,666,3,1,60
3,80,822,13,143,228,2,2,39.25
2,80,1032,14,2688,239,2,1,61
2,80,486,26,2688,3,7,3,250
3,35,584,13,2688,1979,1,1,19.9
3,80,402,16,2688,1122,3,2,285
3,80,519,16,2688,1258,2,1,60
2,28,557,17,2688,239,3,1,56.12
3,80,647,16,2688,577,2,2,52
2,80,870,22,2688,239,3,2,180
3,80,1148,16,1687,946,3,3,120
3,80,907,13,1923,182,2,2,45
2,34,670,19,2688,1655,4,2,344
3,80,236,13,2688,2046,2,2,35.11
3,80,1039,21,1189,1931,6,,385
2,80,727,24,2688,1784,6,3,100
2,29,921,19,2688,1909,4,1,95
0,80,669,17,455,998,3,2,175
2,80,43,22,2688,239,4,3,240
3,35,160,16,2688,854,3,2,77.27
3,80,152,13,550,209,2,1,29.35
3,44,216,16,1947,956,3,1,115
2,80,990,19,2688,2080,2,2,138
3,80,1053,16,1978,849,3,2,142
0,80,393,16,2688,857,3,3,95
0,80,716,16,2208,876,3,0,97
2,19,725,19,2688,1507,5,1,800
2,28,1252,14,2688,239,2,1,45
0,80,688,19,2494,1273,4,0,160
3,80,773,13,1392,166,2,1,53.4
3,77,584,18,2188,1148,,,229
2,80,483,26,2688,239,6,,115
3,80,837,16,2009,655,2,2,100
0,80,365,19,1490,1699,4,0,393.5
3,80,80,13,460,367,2,1,60
3,39,1060,18,2688,1411,4,2,350
3,80,268,16,1582,239,2,1,41
3,80,1069,0,2688,1945,1,2,32
3,40,417,0,2091,1731,1,1,13.5
0,80,268,16,1582,1999,2,1,40
2,80,81,26,2688,1386,6,3,145
2,80,42,19,2688,239,4,1,235
3,80,1115,13,2688,2078,2,1,33.53
3,80,1153,16,1635,1060,4,2,160
3,63,1141,16,2171,1160,3,3,159
2,34,205,17,2688,1784,3,2,90
3,80,1148,0,307,1917,1,2,50
3,80,404,13,2688,107,2,2,43.5
3,80,1153,16,1635,1060,4,2,155
3,80,236,16,2688,1305,3,1,230
3,80,1039,16,999,630,2,1,89
3,27,987,13,2649,305,2,1,50
3,80,417,13,719,84,2,1,53
3,80,641,13,2688,239,2,2,45
0,80,292,16,2337,508,2,2,60
0,80,270,16,1403,468,2,3,45
3,80,612,18,1169,1183,3,2,94.71
3,80,1148,13,908,239,2,3,60
3,80,914,13,2688,3,2,2,40
3,37,216,16,533,744,2,2,62.89
0,80,972,30,2688,1535,9,3,240
2,80,258,1,2688,1784,1,1,35
3,80,422,13,247,210,2,1,50
3,80,1179,13,1833,188,2,2,40.43
2,80,772,17,150,239,3,2,98
3,80,278,13,1581,181,2,2,65
3,80,584,16,324,697,,,98.485
2,80,336,19,1084,1444,4,2,375
3,80,331,13,2688,19,2,2,55
3,80,515,16,2192,806,3,2,119
3,80,260,13,2688,1825,1,1,20
3,80,194,13,325,392,2,2,77
3,80,535,13,2272,239,2,2,68
3,63,216,16,843,783,3,2,89
3,40,713,13,1615,302,2,1,165
0,80,1148,16,705,884,4,1,125
2,80,803,14,2688,2021,2,0,55
3,80,839,13,271,31,2,1,46
3,80,114,16,2688,789,3,2,77
0,32,914,0,2688,1840,1,1,40
3,25,216,13,721,339,2,2,60.16
2,80,719,22,2688,3,4,2,90
3,80,544,13,2688,205,2,1,48
3,80,1148,0,307,2052,2,1,58
0,80,1039,13,2107,182,2,0,44
3,80,242,18,1953,1546,6,2,550
3,80,976,16,2453,449,3,3,130
0,80,212,14,2688,62,2,1,64.8
3,80,660,13,2688,97,2,1,37.8
3,80,509,13,1599,362,2,1,90
3,80,972,13,806,235,2,2,40.54
0,80,848,22,2688,1258,3,2,180
2,80,1039,22,2688,239,4,1,95
3,34,269,16,2688,303,3,2,41
3,80,98,16,482,490,2,3,87
3,80,194,13,2652,239,2,3,49
0,80,72,13,2688,147,2,2,65
3,80,422,0,2082,1916,1,0,45.4
3,80,422,13,1854,297,2,1,75
0,80,912,19,1694,1595,4,3,428
3,80,306,13,2492,110,2,1,34
3,31,417,13,2688,39,1,1,26.63
3,80,513,13,1554,409,2,1,97
2,80,1128,14,2688,577,2,1,45
3,67,1222,13,1979,215,2,1,86
3,80,839,13,271,31,2,1,48.45
3,80,863,16,2688,884,3,3,85
3,27,708,18,1535,1541,4,1,511
3,80,191,16,2688,1027,3,2,170
3,32,715,16,2688,292,2,2,39.85
3,80,292,13,929,31,2,1,55
3,80,42,16,352,1073,3,2,142
3,80,484,16,508,428,3,2,62.63
3,80,1261,0,1393,1871,1,0,30.84
3,80,1242,13,1589,474,2,2,70
3,80,419,16,2688,230,2,3,47
2,80,1256,28,2688,921,12,,300
2,80,775,19,2688,62,1,0,35
3,80,1242,13,2688,316,2,1,67.48
3,80,688,13,2688,3,2,2,34
3,52,964,13,212,2103,2,1,49.97
0,80,563,0,772,1979,1,2,60
0,80,1179,16,2688,737,2,1,50
2,80,976,22,2688,1208,3,1,320
3,80,1039,16,2688,959,4,1,180
3,80,110,13,2175,434,2,2,86
3,80,976,16,1712,256,2,2,81
3,80,410,13,2688,228,2,1,48.6
3,80,1038,13,2688,210,2,2,42
3,80,948,18,2688,1340,4,,400
3,80,1252,13,1891,170,2,2,40
3,80,542,13,2531,112,2,2,33.6
3,80,152,0,550,1932,1,0,19.55
3,80,478,16,1284,508,2,2,80
3,80,336,13,1222,1899,2,2,36
0,80,165,16,2402,686,2,2,88
2,80,77,22,2688,239,5,,160
3,80,539,18,2427,1446,4,2,300
2,80,1236,19,2688,1896,3,1,95
3,80,879,16,2630,760,3,,90
2,80,609,19,2688,1989,4,2,125
3,80,506,13,1690,295,2,2,46
3,43,664,16,2167,792,3,2,130
3,34,907,16,2688,415,3,1,71.55
3,80,533,13,2377,176,2,1,41.21
3,26,1252,13,1636,264,2,1,75
3,80,72,13,1478,119,3,1,60
3,80,1039,18,1650,1223,5,1,201
2,80,716,19,2688,1312,4,2,175
3,80,972,13,806,235,2,2,40.54
1,80,664,16,1652,686,3,3,90
3,24,204,16,1370,589,3,3,47.57
3,80,539,18,2427,1401,4,1,326
2,80,908,14,2688,1930,2,1,72
3,80,506,13,2688,232,2,2,47
0,80,202,13,2688,303,2,2,110
2,80,1039,22,1447,557,4,1,169
2,80,533,19,2688,303,4,1,100
2,80,1171,19,2688,415,4,2,160
0,80,739,1,2688,1803,2,0,48
3,80,972,16,2687,718,3,2,60.65
0,80,522,13,2688,31,2,0,45
3,27,539,16,1286,480,2,2,53.58
1,28,252,13,1785,218,2,1,100
2,80,76,30,2688,239,8,3,270
3,80,1039,16,1037,780,3,2,113
0,80,626,19,2688,239,4,0,83
3,80,208,13,2688,239,2,3,60
3,80,895,13,2688,62,2,2,50
3,80,675,16,1608,358,3,2,77.99
3,63,1252,13,1548,421,2,1,94.84
3,52,1252,13,794,402,2,1,103
3,80,693,0,2688,1707,1,1,20
3,27,1195,16,1235,339,2,1,100
3,80,972,16,806,611,3,3,51.77
3,34,339,18,2688,121,4,1,1600
0,80,126,13,2688,1803,1,1,23.5
3,80,74,16,2681,691,2,2,65
3,80,1148,16,307,971,3,2,110
2,80,848,19,2688,239,3,1,340
3,80,1103,16,2688,1323,3,2,943
0,80,1039,16,2648,468,3,2,55
0,80,1159,16,2055,1294,3,3,175
0,80,1025,13,2688,119,2,1,55
3,80,522,16,1973,1044,3,3,128
3,80,1039,16,2214,1059,4,2,160
3,80,513,16,179,134,3,3,59
0,80,1170,16,1047,737,3,1,110
2,28,110,19,2443,1527,4,3,255
3,40,1191,16,2688,46,2,2,30.47
3,80,494,13,2123,173,2,2,65
3,80,813,16,2688,577,2,2,75
3,80,419,16,1765,581,3,3,50
3,80,1076,16,1574,211,2,1,45
3,34,536,13,2688,78,2,1,32.8
0,80,653,13,2688,119,2,1,60
2,80,647,14,2688,56,2,2,85
2,80,1039,17,57,1741,3,2,700
0,80,67,13,2688,264,2,2,60
3,80,1116,16,1175,498,3,2,55
2,80,529,28,2688,239,8,2,150
3,80,544,13,1919,409,2,2,108
3,80,799,13,2688,300,2,1,130
2,80,299,19,1875,907,4,2,325
0,80,1060,13,2688,2021,1,0,130
0,80,236,19,2590,1535,4,,245
3,80,1179,13,2688,39,2,1,35.88
2,80,852,14,2688,1973,1,1,99
3,80,745,16,2274,1409,2,,90
3,80,634,16,2688,497,2,2,75
0,80,415,16,2688,1258,3,1,268
2,80,554,24,2688,239,6,,230
3,27,285,13,2688,344,2,2,45
3,80,181,13,2688,526,2,1,55.99
3,34,972,13,1591,193,2,1,70
2,80,1262,17,2688,1312,3,0,350
2,26,444,17,1303,1019,2,2,95
3,80,1179,13,108,152,2,1,47.65
0,80,896,19,1980,1584,4,2,175
0,80,972,13,806,160,2,1,38.37
3,80,142,13,1411,292,2,2,60
3,78,365,16,1941,545,3,3,77.59
3,80,901,18,1633,1578,4,2,411
3,80,987,16,483,696,2,2,115
3,80,1039,16,2688,268,3,2,56
0,80,637,13,2537,273,2,2,48
3,80,98,13,972,358,2,1,54
3,46,1148,16,705,1014,4,1,123
3,80,784,16,2688,380,2,2,55
3,80,976,16,360,884,3,2,240
3,80,1006,16,2688,910,3,3,175
3,80,1039,16,1666,508,3,2,90
3,80,1252,16,2514,1611,3,,400
3,80,999,16,1156,687,3,3,70
3,80,634,13,1069,314,2,2,93
3,80,559,18,643,1533,5,1,260
3,80,670,13,1982,368,2,2,95
2,80,1267,14,2688,428,2,0,100
3,80,1252,13,738,141,2,1,55
3,80,1252,16,349,938,3,2,90
3,35,1288,13,2688,382,2,1,61.99
3,80,1147,16,2688,526,2,1,65
3,80,194,13,767,222,2,2,67
3,80,72,16,625,876,3,3,120
2,80,1252,17,2357,1497,4,2,208
3,80,964,13,2688,62,2,2,52.5
3,80,278,0,1581,1845,1,0,27.375
2,80,1039,19,57,1741,4,2,750
3,80,365,0,2688,1927,1,0,39
0,80,530,13,1196,3,2,2,48
3,45,1148,13,296,220,2,1,77.25
3,52,267,16,2066,341,3,2,178
3,80,105,0,2688,1631,1,1,15
0,80,880,13,2688,1959,2,2,30
3,80,1006,18,2688,1139,4,,792
0,80,513,13,2326,239,2,2,52
3,32,987,13,2649,184,2,2,43.6
3,80,549,16,1369,380,2,2,59
