Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
148,8804,1,2,430000,1,106,31,7.5,3123,1,1,1,2276,58,1950,2,-37.8343,145.0547,5,6482
148,12,3,0,2040000,1,155,35,7.5,3123,3,1,2,783,,,2,-37.8234,145.0526,5,6482
148,12603,2,2,505000,1,85,35,7.5,3123,2,1,1,0,78,1965,2,-37.839,145.0459,5,6482
148,2050,2,2,500000,4,178,36,7.5,3123,2,1,1,3084,,,2,-37.8414,145.0505,5,6482
148,4364,2,2,622000,1,251,36,7.5,3123,2,1,1,0,,1970,2,-37.8318,145.0448,5,6482
148,5097,3,0,1650000,1,135,36,7.5,3123,3,1,1,354,115,1900,2,-37.8225,145.0551,5,6482
148,10199,1,2,371000,0,164,38,7.5,3123,1,1,0,917,44,1970,2,-37.8338,145.0545,5,6482
148,1261,5,0,1900000,4,111,38,7.5,3123,3,3,3,0,,,2,-37.8351,145.0554,5,6482
148,11297,3,0,1625000,3,135,38,7.5,3123,3,2,1,255,115,1890,2,-37.8266,145.0493,5,6482
148,7302,2,2,701000,1,106,38,7.5,3123,2,1,3,166,,1970,2,-37.8456,145.0495,5,6482
148,6164,2,0,1100000,1,106,39,7.5,3123,2,1,2,206,,,2,-37.8267,145.0476,5,6482
148,13179,4,0,2200000,0,260,46,7.5,3123,4,2,1,588,,,2,-37.8191,145.0552,5,6482
148,4843,3,0,975000,4,73,46,7.5,3123,3,1,1,211,120,1990,2,-37.8204,145.0489,5,6482
151,10179,2,2,546500,1,146,45,10.6,3084,2,1,1,132,69,1972,0,-37.7519,145.0687,0,2890
151,8962,3,2,620000,1,73,48,10.6,3084,3,1,1,215,,1985,0,-37.7509,145.0698,0,2890
151,5419,3,0,1220000,1,146,51,10.6,3084,3,1,1,858,136,1960,0,-37.7504,145.0643,0,2890
151,8939,3,1,550000,0,260,51,10.6,3084,2,1,2,235,123,1990,0,-37.7519,145.0696,0,2890
151,11149,2,2,585000,0,16,51,10.6,3084,2,2,1,0,,2012,0,-37.7506,145.0574,0,2890
151,8895,2,1,705000,1,146,51,10.6,3084,2,1,1,182,110,1973,0,-37.7587,145.0657,0,2890
151,2443,2,2,420000,1,146,53,10.6,3084,2,1,1,158,,1970,0,-37.7512,145.0697,0,2890
151,13289,3,0,1705000,1,16,1,10.6,3084,3,1,2,1547,,,0,-37.7502,145.0706,0,2890
151,11956,2,0,490000,0,188,2,10.6,3084,2,1,1,187,89,1980,0,-37.7518,145.0698,0,2890
151,3542,2,2,579000,1,155,4,10.6,3084,2,1,2,4497,,,0,-37.7529,145.065,0,2890
151,2297,3,0,1110000,1,155,7,10.6,3084,3,1,2,600,190,1950,0,-37.752,145.0722,0,2890
151,7186,2,2,540000,0,250,7,10.6,3084,2,1,2,153,97,1972,0,-37.7538,145.0695,0,2890
151,2271,3,0,750000,4,155,13,10.6,3084,3,1,2,577,140,1955,0,-37.7494,145.0703,0,2890
151,10253,4,0,1115000,1,146,13,10.6,3084,4,4,2,642,,1950,0,-37.7476,145.0676,0,2890
151,7956,3,0,1000000,1,146,14,10.6,3084,3,2,1,422,,,0,-37.7518,145.0768,0,2890
151,4801,2,1,595000,3,146,17,10.6,3084,2,1,1,88,,,0,-37.7587,145.0629,0,2890
151,5552,3,2,690000,4,146,18,10.6,3084,3,2,2,4497,,,0,-37.7529,145.065,0,2890
151,10800,5,0,1401000,1,155,21,10.6,3084,5,2,2,580,222,1940,0,-37.7539,145.0577,0,2890
151,791,3,1,808000,1,146,24,10.6,3084,3,2,2,255,,,0,-37.7537,145.0637,0,2890
151,7887,4,0,1031000,1,146,24,10.6,3084,4,1,1,570,,,0,-37.7523,145.0604,0,2890
151,11848,2,1,600000,1,146,27,10.6,3084,2,1,2,145,,1970,0,-37.7515,145.0649,0,2890
151,4483,3,0,655000,0,260,27,10.6,3084,3,2,2,175,3,,0,-37.7514,145.0689,0,2890
151,961,3,0,1195000,1,146,30,10.6,3084,3,1,1,662,159,1950,0,-37.7507,145.062,0,2890
151,338,3,0,850000,4,73,30,10.6,3084,3,2,2,285,,2010,0,-37.7491,145.0702,0,2890
151,8980,4,2,830000,1,146,30,10.6,3084,4,2,2,1180,,,0,-37.7551,145.0646,0,2890
151,10558,3,0,1076000,1,146,30,10.6,3084,3,1,2,674,,,0,-37.749,145.0731,0,2890
151,2698,4,0,1362000,1,146,30,10.6,3084,4,2,2,635,,,0,-37.7446,145.0844,0,2890
151,6910,2,1,690000,3,146,31,10.6,3084,2,1,1,110,88,2010,0,-37.7489,145.07,0,2890
151,10646,3,0,1375000,1,146,31,10.6,3084,3,1,1,639,115,1965,0,-37.7502,145.0605,0,2890
151,2549,3,0,1400000,1,146,36,10.6,3084,3,1,1,827,109,1952,0,-37.748,145.0625,0,2890
151,4619,2,2,475000,1,221,38,10.6,3084,2,1,2,247,68,1974,0,-37.7502,145.069,0,2890
151,8041,3,0,1030000,1,146,46,10.6,3084,5,3,2,649,357,2017,0,-37.7501,145.0822,0,2890
151,3603,3,0,1455000,0,16,46,10.6,3084,4,1,4,836,,1905,0,-37.7509,145.0679,0,2890
151,7901,3,0,1125000,4,196,46,10.6,3084,3,1,2,0,125,1950,0,-37.7502,145.0718,0,2890
161,6333,5,0,3850000,3,146,45,9,3079,5,4,2,2064,405,1951,0,-37.7769,145.0605,0,1554
161,5799,3,0,1605000,1,146,51,9,3079,3,1,1,624,117,1950,0,-37.7741,145.0506,0,1554
161,10104,2,2,470000,4,155,51,9,3079,2,1,1,1473,65,1960,0,-37.7713,145.0499,0,1554
161,1600,3,0,2150000,1,146,52,9,3079,3,2,2,1232,,,0,-37.7767,145.0592,0,1554
161,9142,4,0,1740000,1,146,53,9,3079,4,3,3,948,249,1960,0,-37.7759,145.063,0,1554
161,9375,4,0,1660000,1,73,56,9,3079,4,2,2,830,315,1950,0,-37.7679,145.0673,0,1554
161,7148,3,2,1260000,1,146,2,9,3079,3,2,2,356,,1998,0,-37.7749,145.0568,0,1554
161,7533,4,0,2200000,1,146,7,9,3079,4,2,2,1004,247,1935,0,-37.7689,145.0665,0,1554
161,1644,2,2,485000,1,146,9,9,3079,2,1,1,0,,,0,-37.7699,145.0581,0,1554
161,5337,3,0,1651000,1,16,14,9,3079,3,1,1,1073,,1947,0,-37.7749,145.0549,0,1554
161,953,4,0,1875000,0,155,19,9,3079,4,3,2,583,318,1975,0,-37.7719,145.0582,0,1554
161,7825,5,0,1797000,1,260,24,9,3079,4,3,3,826,250,1955,0,-37.7793,145.0654,0,1554
161,395,3,1,1050000,4,155,26,9,3079,3,2,1,180,165,2012,0,-37.772,145.0538,0,1554
161,7047,1,2,405000,1,146,39,9,3079,1,1,1,0,,1960,0,-37.7767,145.0543,0,1554
162,8321,3,0,551000,1,257,48,14.5,3047,3,1,0,610,121,1955,11,-37.6885,144.9092,2,851
162,2843,3,0,350000,0,16,52,14.5,3047,3,1,2,600,110,1950,11,-37.6866,144.9086,2,851
162,1616,2,2,280000,0,194,13,14.5,3047,2,1,1,197,,,11,-37.6859,144.9164,2,851
162,1386,3,0,425000,1,16,13,14.5,3047,3,1,2,650,90,1975,11,-37.687,144.9084,2,851
162,3193,3,0,537000,1,16,18,14.5,3047,3,1,2,600,,,11,-37.6876,144.9095,2,851
162,6725,3,0,600000,1,255,24,14.5,3047,3,1,2,647,173,1960,11,-37.6904,144.9121,2,851
162,2887,3,0,460000,0,70,30,14.5,3047,3,1,1,601,92,1960,11,-37.6889,144.9109,2,851
162,176,3,0,611000,1,16,31,14.5,3047,3,1,3,624,93,1966,11,-37.6862,144.913,2,851
162,5942,3,0,495000,1,257,36,14.5,3047,3,1,2,598,92,1965,11,-37.6878,144.9112,2,851
162,3516,2,0,472500,1,257,38,14.5,3047,2,1,2,729,88,1960,11,-37.6909,144.9136,2,851
162,10676,3,0,421000,1,16,46,14.5,3047,3,1,1,607,,,11,-37.6864,144.9111,2,851
175,482,3,2,480000,0,60,45,12.4,3083,3,2,1,218,110,2004,6,-37.7133,145.0374,2,1414
175,9511,3,0,980000,1,16,56,12.4,3083,2,1,1,907,165,1960,6,-37.7143,145.039,2,1414
175,5857,5,0,1000000,3,196,3,12.4,3083,5,2,2,544,,2000,6,-37.7147,145.0296,2,1414
175,10458,2,0,731000,1,196,4,12.4,3083,2,1,0,640,,,6,-37.717,145.0312,2,1414
175,1228,4,0,610000,1,196,7,12.4,3083,4,1,1,465,120,1970,6,-37.7126,145.03,2,1414
175,8663,2,2,380000,1,16,31,12.4,3083,2,1,1,128,,1970,6,-37.715,145.043,2,1414
175,8078,3,0,690000,1,16,36,12.4,3083,3,1,2,556,,,6,-37.7174,145.0361,2,1414
175,13250,3,0,607500,1,16,39,12.4,3083,3,2,1,468,153,1970,6,-37.7125,145.0306,2,1414
175,7730,2,0,705500,1,1,46,12.4,3083,2,1,1,770,,1950,6,-37.7159,145.0389,2,1414
176,839,2,0,677200,3,222,45,7.8,3012,2,2,1,180,179,2011,16,-37.8115,144.8763,6,1808
176,2494,3,0,1155000,1,104,49,7.8,3012,2,2,2,269,123,1915,16,-37.8108,144.8819,6,1808
176,8461,3,0,817000,1,239,51,7.8,3012,2,1,1,259,105,1940,16,-37.8046,144.8831,6,1808
176,2474,3,0,1035000,3,239,51,7.8,3012,3,2,2,275,145,1920,16,-37.8118,144.8801,6,1808
176,1290,2,0,677500,1,104,52,7.8,3012,2,1,1,224,89,1915,16,-37.8083,144.8841,6,1808
176,12739,1,0,630000,1,31,2,7.8,3012,1,1,1,370,,,16,-37.8118,144.8783,6,1808
176,5129,3,0,760000,0,43,2,7.8,3012,3,1,1,350,114,1950,16,-37.8123,144.8805,6,1808
176,10412,2,0,730000,1,239,7,7.8,3012,2,2,0,84,130,1900,16,-37.8058,144.8846,6,1808
176,12849,1,0,750000,0,239,12,7.8,3012,1,1,0,272,107,,16,-37.8086,144.8824,6,1808
176,4441,2,2,440000,1,260,12,7.8,3012,2,1,1,117,74,2008,16,-37.8083,144.8775,6,1808
176,7488,2,0,685000,3,239,17,7.8,3012,2,1,1,220,219,1890,16,-37.8068,144.8782,6,1808
176,3082,3,0,967500,1,104,18,7.8,3012,3,1,1,325,,,16,-37.812,144.8804,6,1808
176,4806,1,2,210000,1,104,18,7.8,3012,1,1,1,0,36,1970,16,-37.81,144.8786,6,1808
176,12121,3,0,1340000,1,104,21,7.8,3012,3,2,0,272,132,1915,16,-37.8079,144.8825,6,1808
176,2008,4,0,925000,1,222,21,7.8,3012,4,2,1,276,4,1948,16,-37.8039,144.8849,6,1808
176,3566,2,2,270000,4,104,24,7.8,3012,2,1,1,0,,,16,-37.8096,144.874,6,1808
176,12047,4,0,1275000,3,104,30,7.8,3012,4,2,1,274,172,1910,16,-37.8078,144.8825,6,1808
176,10660,3,0,925000,3,239,30,7.8,3012,3,1,1,275,100,1920,16,-37.8085,144.8802,6,1808
176,5445,4,0,1336000,1,104,32,7.8,3012,3,2,1,343,109,1920,16,-37.8066,144.8811,6,1808
176,4674,1,2,200000,4,85,46,7.8,3012,1,1,1,0,38,1960,16,-37.8089,144.8788,6,1808
209,491,4,1,1100000,3,260,48,12.1,3163,4,3,2,286,160,1990,8,-37.8958,145.0696,5,4442
209,10477,4,0,1500000,1,260,48,12.1,3163,4,2,1,650,,1935,8,-37.8918,145.0769,5,4442
209,1569,3,0,1470000,1,94,48,12.1,3163,3,1,2,701,,,8,-37.8868,145.0688,5,4442
209,6687,3,1,1160000,1,260,49,12.1,3163,3,2,2,302,172,2000,8,-37.9043,145.0622,5,4442
209,12764,3,1,1100000,1,260,49,12.1,3163,1,2,2,242,,2005,8,-37.9017,145.0739,5,4442
209,13046,3,0,820000,0,255,49,12.1,3163,2,1,1,274,107,1925,8,-37.8968,145.075,5,4442
209,10029,2,1,690000,1,260,49,12.1,3163,2,1,1,129,,,8,-37.8927,145.0691,5,4442
209,4365,2,2,740000,1,32,51,12.1,3163,2,1,1,161,89,1980,8,-37.8955,145.073,5,4442
209,4094,3,2,975000,1,255,52,12.1,3163,3,2,1,277,109,1975,8,-37.8936,145.0709,5,4442
209,8233,3,0,1060000,0,260,52,12.1,3163,3,1,2,595,130,1957,8,-37.9027,145.0684,5,4442
209,8713,2,2,680000,1,32,52,12.1,3163,2,1,2,275,94,1975,8,-37.8936,145.0725,5,4442
209,4739,2,2,825000,1,32,56,12.1,3163,2,1,1,0,86,,8,-37.898,145.0734,5,4442
209,3013,3,0,1430000,0,255,2,12.1,3163,3,1,2,618,163,1960,8,-37.8991,145.0686,5,4442
209,11066,2,0,435000,1,16,7,12.1,3163,2,1,1,697,,1970,8,-37.8875,145.0676,5,4442
209,3457,3,0,1370000,1,255,7,12.1,3163,3,2,2,834,168,1954,8,-37.8959,145.0736,5,4442
209,5563,2,2,605000,3,73,7,12.1,3163,2,2,2,5289,72,2013,8,-37.8882,145.0666,5,4442
209,3752,3,0,1355000,1,196,7,12.1,3163,3,1,6,612,,,8,-37.8996,145.0716,5,4442
209,8727,3,1,785000,1,32,9,12.1,3163,3,2,2,0,,2009,8,-37.8969,145.0654,5,4442
209,2001,3,0,1420000,1,255,9,12.1,3163,3,1,1,700,,,8,-37.8887,145.0718,5,4442
209,5224,4,0,1610000,1,196,12,12.1,3163,4,2,2,660,167,1920,8,-37.8932,145.0681,5,4442
209,7138,1,2,290000,1,140,12,12.1,3163,1,1,1,0,,,8,-37.8956,145.0705,5,4442
209,4043,2,0,910500,1,260,12,12.1,3163,2,1,2,313,,,8,-37.898,145.0759,5,4442
209,8718,1,2,331000,1,227,18,12.1,3163,1,1,1,0,,,8,-37.8961,145.0651,5,4442
209,6983,2,0,685000,1,260,18,12.1,3163,2,1,1,0,,,8,-37.8888,145.0743,5,4442
209,2748,1,2,256500,1,82,19,12.1,3163,1,1,1,0,37,1966,8,-37.8944,145.0733,5,4442
209,5493,3,0,1365000,1,82,21,12.1,3163,3,2,2,627,,,8,-37.8955,145.0742,5,4442
209,8734,3,1,860000,3,32,24,12.1,3163,3,2,2,0,,2013,8,-37.8939,145.0715,5,4442
209,5430,5,0,1300000,0,32,26,12.1,3163,5,2,2,683,223,1960,8,-37.9055,145.0691,5,4442
209,7026,3,2,835000,3,137,26,12.1,3163,3,1,1,181,104,1975,8,-37.8966,145.0737,5,4442
209,417,2,1,720000,1,260,27,12.1,3163,2,2,2,1318,,2008,8,-37.8969,145.0654,5,4442
209,7653,2,0,861500,1,260,30,12.1,3163,2,2,1,293,125,2004,8,-37.9033,145.0727,5,4442
209,1789,2,2,500000,4,19,30,12.1,3163,2,2,1,5289,70,2013,8,-37.8882,145.0666,5,4442
209,3959,4,0,1670000,1,255,30,12.1,3163,3,2,1,690,,,8,-37.8885,145.0726,5,4442
209,63,4,0,1400000,4,260,31,12.1,3163,4,2,2,557,178,1955,8,-37.906,145.074,5,4442
209,7239,2,0,692000,1,82,31,12.1,3163,2,1,2,0,,1991,8,-37.8929,145.0765,5,4442
209,4446,2,2,603000,1,6,32,12.1,3163,4,1,1,102,92,1960,8,-37.8894,145.0679,5,4442
209,5590,3,0,1076000,1,255,32,12.1,3163,3,1,1,554,,,8,-37.9012,145.0646,5,4442
209,9703,3,0,1100000,4,260,35,12.1,3163,3,2,2,506,169,1950,8,-37.902,145.0705,5,4442
209,4501,1,2,291000,1,255,35,12.1,3163,1,1,1,0,44,,8,-37.8979,145.0652,5,4442
209,9619,4,1,1200000,0,32,36,12.1,3163,4,3,2,297,,,8,-37.895,145.0749,5,4442
209,5539,3,0,1090000,1,82,36,12.1,3163,3,2,2,553,138,1960,8,-37.9031,145.0668,5,4442
209,6133,3,0,1220000,1,227,38,12.1,3163,3,1,2,735,,,8,-37.8943,145.0689,5,4442
209,10402,4,0,1800000,0,196,38,12.1,3163,4,2,2,990,267,2003,8,-37.8916,145.0753,5,4442
209,12540,2,2,435000,0,255,39,12.1,3163,2,1,1,0,,1970,8,-37.8941,145.0655,5,4442
209,1959,4,0,1641000,1,255,39,12.1,3163,3,1,1,560,,,8,-37.8897,145.0709,5,4442
209,8661,2,1,745500,1,32,46,12.1,3163,2,1,1,186,110,1980,8,-37.8947,145.0722,5,4442
209,6854,3,0,1260000,1,227,46,12.1,3163,3,1,1,345,,1940,8,-37.8904,145.0729,5,4442
225,5205,3,0,1401000,3,161,45,11.8,3204,3,2,2,650,150,1950,8,-37.8986,145.0359,5,3578
225,3484,4,0,2250000,0,135,45,11.8,3204,4,1,2,903,235,1985,8,-37.9062,145.0263,5,3578
225,8170,4,0,1715000,1,32,45,11.8,3204,4,2,2,705,226,1922,8,-37.9035,145.028,5,3578
225,5330,2,0,1960000,1,82,45,11.8,3204,2,1,1,719,,,8,-37.9071,145.046,5,3578
225,11904,1,2,250000,4,196,47,11.8,3204,1,1,1,0,36,1960,8,-37.9028,145.0475,5,3578
225,6914,1,2,290000,4,196,48,11.8,3204,1,1,1,0,,,8,-37.9032,145.0455,5,3578
225,8630,3,0,1708000,1,35,48,11.8,3204,3,1,1,703,,,8,-37.9058,145.028,5,3578
225,611,2,0,758000,1,32,48,11.8,3204,2,1,1,250,,,8,-37.9063,145.0535,5,3578
225,13024,4,0,1920000,1,32,49,11.8,3204,3,1,1,805,808,1925,8,-37.9066,145.0354,5,3578
225,26,3,0,1256000,1,260,51,11.8,3204,3,2,2,378,,1924,8,-37.9064,145.0287,5,3578
225,3017,4,0,1918000,1,32,51,11.8,3204,4,2,1,678,162,1920,8,-37.9065,145.0461,5,3578
225,4605,3,2,900000,1,260,51,11.8,3204,3,1,1,265,91,1990,8,-37.906,145.04,5,3578
225,6229,4,0,1875000,1,260,53,11.8,3204,4,2,2,702,,1929,8,-37.9063,145.0493,5,3578
225,7711,2,0,1250000,1,196,56,11.8,3204,2,1,1,516,,,8,-37.906,145.0497,5,3578
225,2369,2,0,1360000,0,260,56,11.8,3204,3,1,1,690,,1930,8,-37.9056,145.0288,5,3578
225,8147,3,0,1770000,1,260,1,11.8,3204,3,2,2,667,142,1950,8,-37.9088,145.0471,5,3578
225,2747,2,2,435000,1,192,1,11.8,3204,1,1,1,0,,,8,-37.9016,145.0414,5,3578
225,13034,5,0,1836000,1,260,1,11.8,3204,3,3,4,464,,,8,-37.9061,145.0329,5,3578
225,9406,3,1,1250000,1,260,1,11.8,3204,3,2,2,326,188,2000,8,-37.903,145.0285,5,3578
225,4647,2,2,950000,1,82,2,11.8,3204,2,1,1,0,,,8,-37.9009,145.037,5,3578
225,11915,1,2,260000,0,196,5,11.8,3204,1,1,1,0,,1975,8,-37.9018,145.0454,5,3578
225,7076,3,2,822500,1,260,7,11.8,3204,3,2,3,0,93,1970,8,-37.9018,145.0477,5,3578
225,4742,2,0,810000,1,260,7,11.8,3204,2,1,1,210,90,1996,8,-37.9001,145.0428,5,3578
225,3280,3,0,1322000,1,260,7,11.8,3204,3,1,1,551,156,1940,8,-37.9036,145.0521,5,3578
225,8402,2,0,861000,1,82,10,11.8,3204,2,1,1,0,,2002,8,-37.9026,145.0364,5,3578
225,11316,2,0,765000,1,70,10,11.8,3204,2,1,2,300,,,8,-37.9045,145.0426,5,3578
225,4622,3,2,973000,3,135,12,11.8,3204,3,2,2,379,,,8,-37.8981,145.0367,5,3578
225,10684,4,0,1845000,1,32,12,11.8,3204,4,3,1,718,189,1939,8,-37.9061,145.0509,5,3578
225,3262,3,0,1535000,1,135,12,11.8,3204,3,1,2,578,140,1935,8,-37.9047,145.0274,5,3578
225,5325,4,0,2005000,1,260,12,11.8,3204,4,2,2,691,193,1935,8,-37.905,145.029,5,3578
225,6997,3,2,932000,1,255,12,11.8,3204,3,2,1,180,92,1997,8,-37.9069,145.041,5,3578
225,5914,4,0,1500000,4,196,13,11.8,3204,4,2,2,862,153,1970,8,-37.8993,145.0447,5,3578
225,8860,1,2,260000,3,227,13,11.8,3204,1,1,1,0,,1970,8,-37.9038,145.0454,5,3578
225,2342,4,0,1390000,2,196,14,11.8,3204,4,2,2,666,158,1937,8,-37.9032,145.049,5,3578
225,4285,3,0,940000,0,32,14,11.8,3204,3,1,1,397,124,1940,8,-37.9064,145.0291,5,3578
225,11035,1,2,296000,3,227,17,11.8,3204,1,1,1,0,36,1970,8,-37.9028,145.0426,5,3578
225,9665,4,0,1850000,0,260,18,11.8,3204,4,2,2,668,,1980,8,-37.9033,145.0296,5,3578
225,871,2,2,475000,1,82,21,11.8,3204,2,1,1,0,52,2011,8,-37.8986,145.042,5,3578
225,530,3,2,820000,0,32,24,11.8,3204,3,2,1,238,127,1998,8,-37.9062,145.027,5,3578
225,4596,3,2,940000,0,32,27,11.8,3204,3,2,1,382,137,1998,8,-37.9061,145.0478,5,3578
225,27,2,0,1668000,1,32,30,11.8,3204,3,1,2,595,,,8,-37.9092,145.0507,5,3578
225,39,3,0,1470000,1,255,31,11.8,3204,3,2,2,0,163,1980,8,-37.9071,145.0439,5,3578
225,10546,2,0,981000,1,35,31,11.8,3204,2,1,1,533,,,8,-37.9048,145.0418,5,3578
225,10020,2,2,430000,0,188,31,11.8,3204,2,1,1,0,69,1970,8,-37.903,145.0452,5,3578
225,1135,1,2,362000,3,260,32,11.8,3204,1,1,1,0,44,2010,8,-37.9016,145.0414,5,3578
225,6937,2,2,410000,2,221,32,11.8,3204,2,1,1,0,65,1970,8,-37.903,145.0452,5,3578
225,10086,4,1,1197000,1,82,35,11.8,3204,4,2,2,144,,2006,8,-37.9021,145.0357,5,3578
225,9154,3,0,1690000,3,32,35,11.8,3204,3,2,2,692,,,8,-37.9043,145.0358,5,3578
225,11884,1,2,447000,1,196,36,11.8,3204,1,1,1,0,,,8,-37.9016,145.0414,5,3578
225,4306,2,0,1177000,1,227,36,11.8,3204,2,1,2,452,105,1930,8,-37.9024,145.0539,5,3578
225,4675,2,2,617500,1,23,38,11.8,3204,2,1,1,94,91,1970,8,-37.9011,145.0474,5,3578
225,521,2,2,479500,1,196,38,11.8,3204,2,1,1,0,92,,8,-37.9021,145.0417,5,3578
225,3863,4,0,2050000,1,161,39,11.8,3204,4,2,2,647,,,8,-37.9061,145.0366,5,3578
225,7121,2,2,405000,4,21,39,11.8,3204,2,1,1,0,68,1970,8,-37.9031,145.0444,5,3578
225,10108,2,2,450000,4,196,46,11.8,3204,2,1,1,0,,2005,8,-37.9014,145.0418,5,3578
299,37,3,0,1061000,1,31,45,8.2,3012,3,1,1,533,,,16,-37.7955,144.8784,6,5058
299,5441,6,0,1020000,0,4,45,8.2,3012,6,3,2,554,199,1940,16,-37.8053,144.8681,6,5058
299,2771,2,0,912500,1,239,45,8.2,3012,2,1,1,444,98,1940,16,-37.7933,144.876,6,5058
299,12500,3,0,1074000,1,239,45,8.2,3012,3,2,2,355,,1950,16,-37.7914,144.8742,6,5058
299,5109,3,0,1021000,1,104,45,8.2,3012,3,1,2,601,,,16,-37.7917,144.8688,6,5058
299,12137,3,0,1415000,0,23,47,8.2,3012,3,1,6,970,,1955,16,-37.7958,144.8645,6,5058
299,6494,4,0,710000,0,222,48,8.2,3012,4,1,1,255,131,1920,16,-37.7906,144.8687,6,5058
299,13184,4,0,837000,1,222,48,8.2,3012,4,2,3,390,149,1950,16,-37.7926,144.8639,6,5058
299,8278,3,0,850000,1,222,48,8.2,3012,3,1,1,361,,,16,-37.7916,144.8673,6,5058
299,12799,4,0,850000,1,222,49,8.2,3012,4,2,2,497,179,1980,16,-37.7903,144.8639,6,5058
299,293,6,2,520000,3,222,52,8.2,3012,4,2,1,0,171,1970,16,-37.809,144.8686,6,5058
299,4901,3,2,347000,3,104,53,8.2,3012,2,1,1,0,56,1965,16,-37.7964,144.8672,6,5058
299,8603,4,0,1225000,0,104,53,8.2,3012,4,2,2,0,,,16,-37.7992,144.8772,6,5058
299,2047,2,0,438000,1,260,56,8.2,3012,2,1,2,0,75,1970,16,-37.7952,144.8749,6,5058
299,4328,2,0,360000,1,222,56,8.2,3012,2,1,1,92,,1970,16,-37.8095,144.869,6,5058
299,3785,2,1,620000,1,239,1,8.2,3012,3,1,1,144,,,16,-37.7926,144.8809,6,5058
299,10094,2,0,415000,1,222,1,8.2,3012,2,1,1,80,64,1980,16,-37.806,144.8674,6,5058
299,649,3,0,723000,1,239,1,8.2,3012,3,1,2,302,125,1938,16,-37.8066,144.8666,6,5058
299,293,4,2,530000,3,222,1,8.2,3012,4,2,1,0,171,1970,16,-37.809,144.8686,6,5058
299,9445,3,0,967000,1,104,2,8.2,3012,3,1,2,347,113,1925,16,-37.8067,144.8761,6,5058
299,2367,3,0,840000,1,28,2,8.2,3012,3,1,1,442,123,1950,16,-37.7914,144.8812,6,5058
299,12563,1,2,241000,1,222,3,8.2,3012,1,1,1,0,99,,16,-37.8067,144.8678,6,5058
299,1989,3,0,910000,1,23,3,8.2,3012,3,1,1,412,162,1980,16,-37.7941,144.881,6,5058
299,2064,2,2,470000,1,260,7,8.2,3012,2,1,1,0,,,16,-37.7968,144.8735,6,5058
299,1482,3,0,820000,1,222,7,8.2,3012,3,1,3,440,131,1950,16,-37.7937,144.8732,6,5058
299,1988,3,0,756000,1,28,9,8.2,3012,3,1,1,353,360,1925,16,-37.7915,144.8733,6,5058
299,9725,3,0,845000,1,104,10,8.2,3012,3,1,4,596,,,16,-37.791,144.8658,6,5058
299,2073,4,0,850000,2,196,12,8.2,3012,4,1,3,511,,,16,-37.8001,144.877,6,5058
299,908,3,1,620000,1,155,12,8.2,3012,3,1,2,255,148,2001,16,-37.8038,144.8679,6,5058
299,5296,2,0,1001000,1,31,12,8.2,3012,2,1,4,596,,,16,-37.7913,144.8689,6,5058
299,5106,3,0,875000,3,222,12,8.2,3012,3,2,3,336,94,1910,16,-37.7995,144.8794,6,5058
299,4909,2,1,520000,1,222,14,8.2,3012,2,1,1,148,,,16,-37.7956,144.8641,6,5058
299,11667,3,0,915000,1,222,17,8.2,3012,3,1,2,434,,,16,-37.7908,144.8793,6,5058
299,6399,4,0,830000,1,222,17,8.2,3012,2,1,2,426,144,1930,16,-37.7919,144.8793,6,5058
299,6897,2,1,510000,4,23,18,8.2,3012,2,2,1,0,,,16,-37.7991,144.879,6,5058
299,4640,2,2,545000,3,23,18,8.2,3012,2,1,1,154,2,2005,16,-37.8004,144.8647,6,5058
299,10853,5,0,691000,0,23,19,8.2,3012,3,1,1,466,,,16,-37.8008,144.8665,6,5058
299,8311,3,0,991000,3,222,21,8.2,3012,3,1,4,495,,,16,-37.7958,144.8774,6,5058
299,12358,3,0,913000,1,260,21,8.2,3012,3,1,3,448,96,1925,16,-37.7911,144.8821,6,5058
299,5648,2,0,850000,1,222,24,8.2,3012,2,1,2,462,101,1960,16,-37.8009,144.8653,6,5058
299,6628,2,0,705000,1,104,24,8.2,3012,2,1,1,308,,,16,-37.7908,144.8717,6,5058
299,2503,3,0,709000,1,104,24,8.2,3012,3,1,1,405,,,16,-37.79,144.867,6,5058
299,13110,3,0,900000,1,104,30,8.2,3012,3,2,3,446,,2006,16,-37.7923,144.8814,6,5058
299,7975,2,0,790000,1,239,30,8.2,3012,2,1,1,259,,,16,-37.8058,144.875,6,5058
299,10236,2,0,770000,1,239,30,8.2,3012,3,1,1,267,95,1940,16,-37.8021,144.8629,6,5058
299,12238,2,0,495000,1,31,30,8.2,3012,2,1,2,161,700,1977,16,-37.7905,144.8714,6,5058
299,1349,3,0,1575000,1,222,31,8.2,3012,3,1,4,1000,85,1930,16,-37.7936,144.8639,6,5058
299,10337,2,0,326500,1,222,31,8.2,3012,2,1,2,626,,,16,-37.8067,144.8707,6,5058
299,1064,3,0,1028000,1,23,31,8.2,3012,3,2,2,520,,,16,-37.7991,144.8768,6,5058
299,11050,1,2,288000,3,222,31,8.2,3012,1,1,1,628,44,1970,16,-37.7993,144.8794,6,5058
